Year,Economy,Economy Label,Variable,Variable Label,Percentage of total business sector,Percentage of total business sector Footnote,Percentage of total business sector Missing value
2011,246,"Finland",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.61,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,251,"France",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.75,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,251,"France",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.13,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,276,"Germany",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.18,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,276,"Germany",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.08,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,348,"Hungary",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.32,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,348,"Hungary",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.61,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,376,"Israel",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",8.77,,
2011,376,"Israel",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",15.78,,
2011,380,"Italy",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.67,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,380,"Italy",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.27,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,392,"Japan",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.95,,
2011,392,"Japan",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.55,,
2011,428,"Latvia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.6,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,428,"Latvia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.38,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,440,"Lithuania",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.11,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,440,"Lithuania",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.94,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,470,"Malta",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.49,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,470,"Malta",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",15.89,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,480,"Mauritius",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.44,,
2011,480,"Mauritius",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.88,,
2011,528,"Netherlands (Kingdom of the)",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.17,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,807,"North Macedonia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.41,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,807,"North Macedonia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.39,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,579,"Norway",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.01,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,579,"Norway",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.96,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,512,"Oman",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",1.48,,
2011,616,"Poland",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.15,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,616,"Poland",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.14,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,620,"Portugal",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.84,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,620,"Portugal",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.1,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,642,"Romania",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.65,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,642,"Romania",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.46,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,703,"Slovakia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.8,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,703,"Slovakia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.61,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,705,"Slovenia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.3,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,724,"Spain",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.68,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,724,"Spain",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",8.01,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,275,"State of Palestine",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",1.37,,
2011,275,"State of Palestine",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",11.26,,
2011,757,"Switzerland, Liechtenstein",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.59,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,757,"Switzerland, Liechtenstein",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.8,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2011,926,"United Kingdom",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.12,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,040,"Austria",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.7474,,
2012,040,"Austria",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.3,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,112,"Belarus",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.78,,
2012,112,"Belarus",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.57,"Value added in the business sector, includes K70.",
2012,056,"Belgium",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.48003,,
2012,056,"Belgium",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.6,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,100,"Bulgaria",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.71036,,
2012,100,"Bulgaria",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",9.21,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,191,"Croatia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.97785,,
2012,191,"Croatia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.54,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,203,"Czechia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.0079,,
2012,203,"Czechia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.61,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,218,"Ecuador",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.73248,,
2012,218,"Ecuador",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.7403,"Data refer to the sample and have not been extrapolated to the target population.",
2012,233,"Estonia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.14274,,
2012,233,"Estonia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.93,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,246,"Finland",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.66981,,
2012,246,"Finland",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.34,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,251,"France",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.09695,,
2012,276,"Germany",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.75091,,
2012,276,"Germany",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.13,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,300,"Greece",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.69002,,
2012,348,"Hungary",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.9703,,
2012,348,"Hungary",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.43,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,376,"Israel",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",8.52,,
2012,376,"Israel",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",14.81,,
2012,380,"Italy",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.98855,,
2012,428,"Latvia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.7395,,
2012,428,"Latvia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.45,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,440,"Lithuania",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.03113,,
2012,440,"Lithuania",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.14,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,470,"Malta",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.88556,,
2012,579,"Norway",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.07616,,
2012,579,"Norway",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.97,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,616,"Poland",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.41737,,
2012,616,"Poland",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.25,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,620,"Portugal",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.1,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,620,"Portugal",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.4,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,642,"Romania",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.84456,,
2012,642,"Romania",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.7,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,703,"Slovakia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.34277,,
2012,705,"Slovenia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.9347,,
2012,705,"Slovenia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.53,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,724,"Spain",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.70025,,
2012,724,"Spain",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.3,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,757,"Switzerland, Liechtenstein",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.62077,"Definition differs.",
2012,757,"Switzerland, Liechtenstein",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",7.49,"Value added at factor cost; total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2012,926,"United Kingdom",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.85,"Number of persons employed in full time equivalent units.Total business economy includes repair of computers, personal and household goods; except financial and insurance activities.",
2013,040,"Austria",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.78175,,
2013,056,"Belgium",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.59143,,
2013,100,"Bulgaria",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.90649,,
2013,191,"Croatia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.33815,,
2013,203,"Czechia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.02724,,
2013,233,"Estonia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.21189,,
2013,246,"Finland",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.41297,"Break in time series.",
2013,251,"France",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.05035,,
2013,276,"Germany",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.95002,,
2013,300,"Greece",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.48336,,
2013,348,"Hungary",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.9422,,
2013,356,"India",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",1.24937,,
2013,356,"India",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",1.81843,,
2013,380,"Italy",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.01514,,
2013,392,"Japan",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.14338,"Data exclude sectors C2610, G4651, G4652, J62, S951.",
2013,392,"Japan",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.76024,"Data exclude sectors C2610, G4651, G4652, J62, S951. Data in Billion Yen. Benchmark year: 2005.",
2013,428,"Latvia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.98866,,
2013,440,"Lithuania",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.0903,,
2013,470,"Malta",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.90053,,
2013,484,"Mexico",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",0.99039,,
2013,484,"Mexico",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.97331,"Value Added at constant prices. Millions of Pesos with base year 2008.",
2013,579,"Norway",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.03853,,
2013,616,"Poland",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.60104,,
2013,642,"Romania",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.10248,,
2013,705,"Slovenia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.07406,,
2013,724,"Spain",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.69408,,
2013,757,"Switzerland, Liechtenstein",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.44465,,
2014,031,"Azerbaijan",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.36284,,
2014,031,"Azerbaijan",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",1.96609,,
2014,112,"Belarus",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.25889,,
2014,112,"Belarus",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.52673,"Provisional. Gross value added in Million BYR, at basic prices.",
2014,056,"Belgium",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.3843,,
2014,056,"Belgium",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.4493,"Value added as a percentage of GDP.",
2014,070,"Bosnia and Herzegovina",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.92299,,
2014,070,"Bosnia and Herzegovina",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.20137,"Value added as a percentage of GDP.",
2014,100,"Bulgaria",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.97565,,
2014,100,"Bulgaria",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.306,"Value added as a percentage of GDP.",
2014,191,"Croatia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.45831,,
2014,191,"Croatia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.34528,"Value added as a percentage of GDP.",
2014,203,"Czechia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.08027,,
2014,203,"Czechia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.89713,"Value added as a percentage of GDP.",
2014,233,"Estonia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.34461,,
2014,233,"Estonia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.22282,"Value added as a percentage of GDP.",
2014,251,"France",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.2617,"Break in time series.",
2014,251,"France",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.32809,"Value added as a percentage of GDP. Break in time series.",
2014,276,"Germany",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.9861,,
2014,276,"Germany",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.75955,"Value added as a percentage of GDP.",
2014,300,"Greece",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.76611,"Break in time series. Provisional.",
2014,300,"Greece",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",1.69616,"Value added as a percentage of GDP. Break in time series, provisional.",
2014,348,"Hungary",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.81793,,
2014,348,"Hungary",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.7302,"Value added as a percentage of GDP.",
2014,376,"Israel",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.2116,"Estimate.",
2014,376,"Israel",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",9.25709,"Forecasts.",
2014,380,"Italy",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.99004,,
2014,380,"Italy",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",2.78945,"Value added as a percentage of GDP.",
2014,392,"Japan",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",7.2358,"Data exclude sectors C2610, G4651, G4652, J62, S951.",
2014,392,"Japan",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.75714,"Data exclude sectors C2610, G4651, G4652, J62, S951. Data in Billion Yen. Benchmark year: 2005.",
2014,428,"Latvia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.28007,,
2014,428,"Latvia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.34719,"Value added as a percentage of GDP.",
2014,440,"Lithuania",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.23272,,
2014,440,"Lithuania",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",2.32359,"Value added as a percentage of GDP.",
2014,470,"Malta",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.31416,,
2014,470,"Malta",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.11466,"Value added as a percentage of GDP.",
2014,484,"Mexico",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",1.06401,,
2014,484,"Mexico",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.98426,"Value Added at constant prices. Millions of Pesos with base year 2008.",
2014,807,"North Macedonia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",2.85915,"Value added as a percentage of GDP.",
2014,579,"Norway",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.08141,,
2014,579,"Norway",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",2.97276,"Value added as a percentage of GDP.",
2014,604,"Peru",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.03346,,
2014,604,"Peru",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.09727,"Data exclude Sector K (Financial and insurance activities).",
2014,616,"Poland",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.74438,,
2014,616,"Poland",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",2.71889,"Value added as a percentage of GDP.",
2014,642,"Romania",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.38256,,
2014,642,"Romania",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",2.92817,"Value added as a percentage of GDP.",
2014,643,"Russian Federation",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.57827,,
2014,703,"Slovakia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.39669,,
2014,703,"Slovakia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.77237,"Value added as a percentage of GDP.",
2014,705,"Slovenia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.05181,,
2014,705,"Slovenia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.10382,"Value added as a percentage of GDP.",
2014,724,"Spain",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.72318,,
2014,724,"Spain",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",2.87765,"Value added as a percentage of GDP.",
2014,752,"Sweden",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.9073,,
2014,752,"Sweden",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.04517,"Value added as a percentage of GDP.",
2014,757,"Switzerland, Liechtenstein",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.57734,,
2014,757,"Switzerland, Liechtenstein",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.41853,"Value added as a percentage of GDP.",
2015,040,"Austria",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.87209,,
2015,040,"Austria",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",2.93697,"Value added as a percentage of GDP.",
2015,031,"Azerbaijan",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.28324,,
2015,031,"Azerbaijan",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",2.23684,,
2015,112,"Belarus",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.21886,,
2015,112,"Belarus",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",5.73845,,
2015,056,"Belgium",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.34151,,
2015,056,"Belgium",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.42516,"Value added as a percentage of GDP.",
2015,070,"Bosnia and Herzegovina",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.11939,"Estimated.",
2015,070,"Bosnia and Herzegovina",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.01781,"Value added as a percentage of GDP. Estimated.",
2015,100,"Bulgaria",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.27822,,
2015,100,"Bulgaria",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.40995,"Value added as a percentage of GDP.",
2015,191,"Croatia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.69776,,
2015,191,"Croatia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.43269,"Value added as a percentage of GDP.",
2015,203,"Czechia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.10338,,
2015,203,"Czechia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.83939,"Value added as a percentage of GDP.",
2015,218,"Ecuador",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.7109,,
2015,218,"Ecuador",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",12.25514,"Data refer to the sample and have not been extrapolated to the target population.",
2015,233,"Estonia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.35848,,
2015,233,"Estonia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.11993,"Value added as a percentage of GDP.",
2015,246,"Finland",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.41132,,
2015,246,"Finland",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.97658,"Value added as a percentage of GDP.",
2015,251,"France",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.52664,"Break in time series.",
2015,251,"France",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.38319,"Value added as a percentage of GDP. Break in time series.",
2015,268,"Georgia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.43068,,
2015,276,"Germany",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.06439,,
2015,276,"Germany",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.80393,"Value added as a percentage of GDP.",
2015,300,"Greece",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",2.87505,"Provisional.",
2015,300,"Greece",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",1.87851,"Value added as a percentage of GDP. Provisional.",
2015,348,"Hungary",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",5.68257,,
2015,348,"Hungary",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",4.82479,"Value added as a percentage of GDP.",
2015,376,"Israel",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.3172,"Estimate.",
2015,376,"Israel",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",10.62392,"Forecasts.",
2015,380,"Italy",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.05721,,
2015,380,"Italy",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",2.79338,"Value added as a percentage of GDP.",
2015,428,"Latvia",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",4.61015,,
2015,428,"Latvia",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",3.6749,"Value added as a percentage of GDP.",
2015,440,"Lithuania",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",3.3849,,
2015,440,"Lithuania",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",2.64127,"Value added as a percentage of GDP.",
2015,470,"Malta",10,"ICT 1: Proportion of total business sector workforce involved in the ICT sector",6.56275,,
2015,470,"Malta",20,"ICT 2: Value added in the ICT sector as a percentage of total business sector value added",6.12602,"Value added as a percentage of GDP.",
